"id","cnpj","natureza_juridica","razao_social","data_inicio_atividades","data_situacao_cadastral","data_situacao_especial","motivo_situacao_cadastral","situacao_cadastral","situacao_especial","nome_fantasia"
1366,"44988147000107","1210",CONSORCIO INTERMUNICIPAL RIO GRANDE E PARANA - CONGRAPAR,"20210514","20210514","","00","02","",CONGRAPAR
1223,"45291787000126","1210",CONSORCIO INTERMUNICIPAL MULTIFINALITARIO DA REGIAO DA AMUNESC,"20211022","20211022","","00","02","",CIM --AMUNESC
1491,"51680138000110","1210",CONSORCIO PUBLICO INTERFEDERATIVO DE SAUDE DA REGIAO DE ILHEUS,"20230725","20230725","","00","02","",POLICLINICA REGIONAL DE ILHEUS
1199,"04578426000188","1210",CONSORCIO INTERMUNICIPAL IPE,"20010801","20230103","","00","02","",IPE
1191,"04684152000101","1228",CONSORCIO INTERMUNICIPAL ENTRE-RIOS,"20010829","20210707","","00","02","",""
1364,"59756528000138","1210",CONSORCIO INTERMUNICIPAL RIBEIRAO LAJEADO,"19920505","20041224","","00","02","",CONSORCIO LAJEADO
1172,"02117613000139","1210",CONSORCIO INTERMUNICIPAL DOS MUNICIPIOS,"19970828","20051103","","00","02","",""
1121,"07448064000107","1210",CONSORCIO INTERMUNICIPAL DO CENTRO DO TOCANTINS,"20050609","20210902","","00","02","",CI-CENTRO
1298,"08992184000125","1210",CONSORCIO INTERMUNICIPAL PARA GESTAO DOS RESIDUOS SOLIDOS,"20070614","20070614","","00","02","",CIGRES
1530,"11175842000109","1210",CONSORCIO PUBLICO INTERMUNICIPAL DE INFRA ESTRUTURA DO EXTREMO SUL DA BAHIA,"20090819","20090819","","00","02","",CONSORCIO PUBLICO INTERMUNICIPAL DE INFRA ESTRUTURA DO
1249,"21270505000146","1210",CONSORCIO INTERMUNICIPAL MULTIFINATARIO DO ALTO RIO GRANDE,"20140926","20230410","","00","02","",CIMARG
1590,"23388132000138","1210",CONSORCIO PUBLICO PARA O DESENVOLVIMENTO DO CAFE - CONCAFE,"20150922","20150922","","00","02","",CONCAFE MG
1599,"16991840000101","1210",CONSORCIO PUBLICO VALE DO ITAUNINHAS/ES - CIM ITAUNINHAS/ES,"20120809","20120809","","00","02","",CIM ITAUNINHAS/ES
1202,"19471503000173","1210",CONSORCIO INTERMUNICIPAL LAR DE ACOLHIMENTO SAO FRANCISCO,"20130926","20130926","","00","02","",LAR SAO FRANCISCO
1399,"18253417000121","1210",CONSORCIO MULTIFINALITARIO DE CONSERVACAO E DESENVOLVIMENTO SUSTENTAVEL DOS VALES - CONSERVAR MUCURI,"20130515","20130515","","00","02","",CONSERVAR MUCURI
1212,"02034350000285","1210",CONSORCIO INTERMUNICIPAL MULTIFINALITARIO CIS-VERDE,"20170511","20170511","","00","02","",CISVERDE - UNIDADE MANHUACU
1242,"28692509000161","1210",CONSORCIO INTERMUNICIPAL MULTIFINALITARIO DOS MUNICIPIOS DA AMUREL-CIM-AMUREL,"20170829","20170829","","00","02","",CIM-AMUREL
1569,"29385682000180","1210",CONSORCIO PUBLICO INTERMUNICIPAL PARA O DESENVOLVIMENTO SUSTENTAVEL,"20171120","20171120","","00","02","",CIDES VALE DO IVAI
1397,"08061295000207","1210",CONSORCIO METROPOLITANO DE SERVICOS DO PARANA COMESP,"20180103","20180103","","00","02","",COMESP
1421,"02722566000233","1210",CONSORCIO PUBLICO DA REGIAO POLO SUL,"20180220","20180220","","00","02","",UNIDADE ATEND. ESPECIALIZADO POLO CAPARAO - SAUDE FACIL
1656,"05802877000462","1210",INSTITUICAO DE COOPERACAO INTERMUNICIPAL DO MEDIO PARAOPEBA,"20191108","20191108","","00","02","",ICISMEP LOG
1499,"38247590000124","1210",CONSORCIO PUBLICO INTERFEDERATIVO DE SAUDE DA REGIAO DE SERRINHA,"20200227","20200227","","00","02","",CONSORCIO PUBLICO DE SERRINHA
1563,"39610651000139","1210",CONSORCIO PUBLICO INTERMUNICIPAL GEOPARQUE SERIDO,"20200814","20200814","","00","02","",GEOPARQUE SERIDO
1451,"49480481000179","1210",CONSORCIO PUBLICO DE SANEAMENTO BASICO DA REGIAO DO PARANHANA,"20220902","20220902","","00","02","",CONPAR
1555,"50098089000149","1210",CONSORCIO PUBLICO INTERMUNICIPAL DE SAUDE PARA GERENCIAMENTO DOS SERVICOS DE URGENCIA E EMERGENCIA DA REGIAO DO MEDIO PIRACICABA,"20230210","20230210","","00","02","",CISURG MEDIO PIRACICABA
1317,"50835074000116","1210",CONSORCIO INTERMUNICIPAL PARA O DESENVOLVIMENTO REGIONAL DO TOCANTINS DAS REGIOES SUL E CENTRO OESTO DO TOCANTINS - CODER-TO SUL/CENTRO OESTE,"20220606","20220606","","00","02","",CODER-TO SUL/CENTRO OESTE
1194,"04148108000187","1210",CONSORCIO INTERMUNICIPAL FECULA SUL,"20001030","20051103","","00","02","",FECULA SUL
1583,"06346208000143","1210",CONSORCIO PUBLICO PARA DESENVOLVIMENTO DA MICRO REGIAO DO ALTO PARAOPEBA E VERTENTES - CONDAPAV,"20040623","0","","00","02","",URC
1481,"94188208000200","1210",CONSORCIO PUBLICO FRONTEIRA NOROESTE,"19990615","20190122","","00","02","",CODIS
1268,"07339397000190","1210",CONSORCIO INTERMUNICIPAL PARA A GESTAO COMPARTILHADA DA BACIA HIDROGRAFICA DO MEDIO TOCANTINS,"20050228","20191218","","00","02","",CONSORCIO CI - LAGO
1392,"54713813000158","1210",CONSORCIO INTERMUNICIPAL VALES DOS RIOS TIETE-PARANA,"19891030","20050924","","00","02","",""
1185,"02096696000127","1210","CONSORCIO INTERMUNICIPAL DOS MUNICIPIOS DE SEBERI, CAICARACRISTAL DO SUL, VICENTE DUTRA.","19970801","20041224","","00","02","",""
1138,"07078236000190","1210",CONSORCIO INTERMUNICIPAL DO RIBEIRAO PIRAI,"20040303","0","","00","02","",CONIRPI
1325,"11166922000190","1228",CONSORCIO INTERMUNICIPAL PARA O DESENVOLVIMENTO SUSTENTAVEL - CONDESU,"20090914","20090914","","00","02","",CONDESU
1341,"13401522000147","1210",CONSORCIO INTERMUNICIPAL PIQUIRI,"20101201","20101201","","00","02","",""
1575,"14497410000102","1210",CONSORCIO PUBLICO INTERMUNICIPAL PARA O DESENVOLVIMENTO SUSTENTAVEL DA REGIAO LINDEIRA AO PARQUE NACIONAL DO IGUACU - CIDELPARNA,"20100624","20210521","","00","02","",CIDELPARNA
1247,"19193527000108","1210",CONSORCIO INTERMUNICIPAL MULTIFINALITARIO PARA O DESENVOLVIMENTO AMBIENTAL SUSTENTAVEL DO NORTE DE MINAS CODANORTE,"20131021","20131021","","00","02","",CODANORTE
1238,"19493732000199","1210",CONSORCIO INTERFEDERATIVO MINAS GERAIS - CIMINAS,"20131205","20190206","","00","02","",CIMINAS
1217,"19322223000101","1210",CONSORCIO INTERMUNICIPAL MULTIFINALITARIO POTIGUAR,"20131126","20191202","","00","02","",CIM POTIGUAR
1391,"54713813000239","1210",CONSORCIO INTERMUNICIPAL VALES DOS RIOS TIETE-PARANA,"20171107","20171107","","00","02","",""
